[Fri May 03 04:07:25 UTC 2024] Jh0nD | Location: X: -436 Y: 64 Z: 178 | Line: 0 | [sell]
[Thu May 09 03:11:09 UTC 2024] BrunoHD11 | Location: X: 1 Y: 158 Z: 2 | Line: 1 | 
[Thu May 09 03:11:09 UTC 2024] BrunoHD11 | Location: X: 1 Y: 158 Z: 2 | Line: 2 | 
[Thu May 09 03:11:09 UTC 2024] BrunoHD11 | Location: X: 1 Y: 158 Z: 2 | Line: 3 | 
[Thu May 09 04:43:29 UTC 2024] BrunoHD11 | Location: X: -15 Y: 83 Z: -80 | Line: 0 | luna
[Thu May 09 04:43:29 UTC 2024] BrunoHD11 | Location: X: -15 Y: 83 Z: -80 | Line: 1 | 
[Thu May 09 04:43:29 UTC 2024] BrunoHD11 | Location: X: -15 Y: 83 Z: -80 | Line: 2 | 
[Thu May 09 04:43:29 UTC 2024] BrunoHD11 | Location: X: -15 Y: 83 Z: -80 | Line: 3 | 
[Thu May 09 04:43:34 UTC 2024] BrunoHD11 | Location: X: -18 Y: 83 Z: -77 | Line: 0 | luna
[Thu May 09 04:43:34 UTC 2024] BrunoHD11 | Location: X: -18 Y: 83 Z: -77 | Line: 1 | 
[Thu May 09 04:43:34 UTC 2024] BrunoHD11 | Location: X: -18 Y: 83 Z: -77 | Line: 2 | 
[Thu May 09 04:43:34 UTC 2024] BrunoHD11 | Location: X: -18 Y: 83 Z: -77 | Line: 3 | 
[Thu May 09 04:43:38 UTC 2024] BrunoHD11 | Location: X: -21 Y: 83 Z: -80 | Line: 0 | luna
[Thu May 09 04:43:38 UTC 2024] BrunoHD11 | Location: X: -21 Y: 83 Z: -80 | Line: 1 | 
[Thu May 09 04:43:38 UTC 2024] BrunoHD11 | Location: X: -21 Y: 83 Z: -80 | Line: 2 | 
[Thu May 09 04:43:38 UTC 2024] BrunoHD11 | Location: X: -21 Y: 83 Z: -80 | Line: 3 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 0 | d
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 1 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 2 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 3 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -42 | Line: 0 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -42 | Line: 1 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -42 | Line: 2 | 
[Thu May 09 04:48:12 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -42 | Line: 3 | 
[Thu May 09 04:48:13 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -42 | Line: 0 | 
[Thu May 09 04:48:13 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -42 | Line: 1 | 
[Thu May 09 04:48:13 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -42 | Line: 2 | 
[Thu May 09 04:48:13 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -42 | Line: 3 | 
[Thu May 09 04:48:14 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -41 | Line: 0 | 
[Thu May 09 04:48:14 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -41 | Line: 1 | 
[Thu May 09 04:48:14 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -41 | Line: 2 | 
[Thu May 09 04:48:14 UTC 2024] Jh0nD | Location: X: 60 Y: 84 Z: -41 | Line: 3 | 
[Thu May 09 04:48:15 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 0 | s
[Thu May 09 04:48:15 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 1 | 
[Thu May 09 04:48:15 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 2 | 
[Thu May 09 04:48:15 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 3 | 
[Thu May 09 04:48:16 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 0 | s
[Thu May 09 04:48:16 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 1 | 
[Thu May 09 04:48:16 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 2 | 
[Thu May 09 04:48:16 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 3 | 
[Thu May 09 04:48:17 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 0 | 
[Thu May 09 04:48:17 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 1 | 
[Thu May 09 04:48:17 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 2 | 
[Thu May 09 04:48:17 UTC 2024] Jh0nD | Location: X: 60 Y: 83 Z: -41 | Line: 3 | 
[Thu May 09 19:55:10 UTC 2024] rmzamorano | Location: X: -385 Y: 66 Z: 1413 | Line: 0 | BUSCA 
[Thu May 09 19:55:10 UTC 2024] rmzamorano | Location: X: -385 Y: 66 Z: 1413 | Line: 1 | REPARACION
[Thu May 09 19:55:10 UTC 2024] rmzamorano | Location: X: -385 Y: 66 Z: 1413 | Line: 2 | DURABILIDAD
[Thu May 09 19:55:10 UTC 2024] rmzamorano | Location: X: -385 Y: 66 Z: 1413 | Line: 3 | PROTECION IV
[Thu May 09 19:55:23 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 0 | 
[Thu May 09 19:55:23 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 1 | 
[Thu May 09 19:55:23 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 2 | 
[Thu May 09 19:55:23 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 3 | 
[Thu May 09 19:55:43 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 0 | EFICIENCIA 5
[Thu May 09 19:55:43 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 1 | FORTUNA 3
[Thu May 09 19:55:43 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 2 | 
[Thu May 09 19:55:43 UTC 2024] rmzamorano | Location: X: -385 Y: 65 Z: 1413 | Line: 3 | 
[Thu May 09 20:17:24 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 0 | de marjho :3
[Thu May 09 20:17:24 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 1 | 
[Thu May 09 20:17:24 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 2 | 
[Thu May 09 20:17:24 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 3 | 
[Thu May 09 20:17:30 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 0 | tetas
[Thu May 09 20:17:30 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 1 | 
[Thu May 09 20:17:30 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 2 | 
[Thu May 09 20:17:30 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 3 | 
[Thu May 09 20:17:39 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1407 | Line: 0 | ?uwu
[Thu May 09 20:17:39 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1407 | Line: 1 | 
[Thu May 09 20:17:39 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1407 | Line: 2 | 
[Thu May 09 20:17:39 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1407 | Line: 3 | 
[Thu May 09 21:26:52 UTC 2024] rmzamorano | Location: X: 0 Y: 158 Z: 2 | Line: 0 | 
[Thu May 09 21:26:52 UTC 2024] rmzamorano | Location: X: 0 Y: 158 Z: 2 | Line: 1 | 
[Thu May 09 21:26:52 UTC 2024] rmzamorano | Location: X: 0 Y: 158 Z: 2 | Line: 2 | 
[Thu May 09 21:26:52 UTC 2024] rmzamorano | Location: X: 0 Y: 158 Z: 2 | Line: 3 | 
[Fri May 10 00:50:29 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 0 | BUSCA FILIO V
[Fri May 10 00:50:29 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 1 | DURABILIDAD 111
[Fri May 10 00:50:29 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 2 | FORTUNA 3
[Fri May 10 00:50:29 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 3 | PROTE 1V 
[Fri May 10 00:51:01 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 0 | BUSCA FILIO V
[Fri May 10 00:51:01 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 1 | DURABILIDAD 3
[Fri May 10 00:51:01 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 2 | FORTUNA 3
[Fri May 10 00:51:01 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1413 | Line: 3 | PROTE 4
[Fri May 10 19:39:04 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1409 | Line: 0 | botin 3
[Fri May 10 19:39:04 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1409 | Line: 1 | durabiidad 3(irro
[Fri May 10 19:39:04 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1409 | Line: 2 | mpibilidad 3)
[Fri May 10 19:39:04 UTC 2024] rmzamorano | Location: X: -384 Y: 66 Z: 1409 | Line: 3 | eficiencia 5
[Fri May 10 20:03:26 UTC 2024] marjho | Location: X: -384 Y: 66 Z: 1409 | Line: 0 | botin 3              
[Fri May 10 20:03:26 UTC 2024] marjho | Location: X: -384 Y: 66 Z: 1409 | Line: 1 | durabiidad 3(irro
[Fri May 10 20:03:26 UTC 2024] marjho | Location: X: -384 Y: 66 Z: 1409 | Line: 2 | mpibilidad 3)
[Fri May 10 20:03:26 UTC 2024] marjho | Location: X: -384 Y: 66 Z: 1409 | Line: 3 | eficiencia 5
[Sun May 12 16:02:31 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 0 | de marjho :3
[Sun May 12 16:02:31 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 1 | 
[Sun May 12 16:02:31 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 2 | 
[Sun May 12 16:02:31 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1405 | Line: 3 | 
[Sun May 12 22:21:42 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 0 | tetase
[Sun May 12 22:21:42 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 1 | 
[Sun May 12 22:21:42 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 2 | 
[Sun May 12 22:21:42 UTC 2024] marjho | Location: X: -397 Y: 65 Z: 1406 | Line: 3 | 
[Mon May 13 19:27:43 UTC 2024] sikimon | Location: X: -390 Y: 69 Z: 100 | Line: 0 | eggew
[Mon May 13 19:27:43 UTC 2024] sikimon | Location: X: -390 Y: 69 Z: 100 | Line: 1 | 
[Mon May 13 19:27:43 UTC 2024] sikimon | Location: X: -390 Y: 69 Z: 100 | Line: 2 | 
[Mon May 13 19:27:43 UTC 2024] sikimon | Location: X: -390 Y: 69 Z: 100 | Line: 3 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1160 | Line: 0 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1160 | Line: 1 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1160 | Line: 2 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1160 | Line: 3 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1159 | Line: 0 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1159 | Line: 1 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1159 | Line: 2 | 
[Mon May 13 19:58:58 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1159 | Line: 3 | 
[Mon May 13 19:58:59 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1158 | Line: 0 | 
[Mon May 13 19:58:59 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1158 | Line: 1 | 
[Mon May 13 19:58:59 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1158 | Line: 2 | 
[Mon May 13 19:58:59 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1158 | Line: 3 | 
[Mon May 13 19:59:00 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1157 | Line: 0 | 
[Mon May 13 19:59:00 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1157 | Line: 1 | 
[Mon May 13 19:59:00 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1157 | Line: 2 | 
[Mon May 13 19:59:00 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1157 | Line: 3 | 
[Mon May 13 19:59:01 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1156 | Line: 0 | 
[Mon May 13 19:59:01 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1156 | Line: 1 | 
[Mon May 13 19:59:01 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1156 | Line: 2 | 
[Mon May 13 19:59:01 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1156 | Line: 3 | 
[Mon May 13 19:59:03 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1155 | Line: 0 | 
[Mon May 13 19:59:03 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1155 | Line: 1 | 
[Mon May 13 19:59:03 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1155 | Line: 2 | 
[Mon May 13 19:59:03 UTC 2024] rmzamorano | Location: X: 61 Y: -51 Z: 1155 | Line: 3 | 
[Mon May 13 20:02:38 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 0 | 
[Mon May 13 20:02:38 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 1 | 
[Mon May 13 20:02:38 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 2 | 
[Mon May 13 20:02:38 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 3 | 
[Mon May 13 20:02:53 UTC 2024] rmzamorano | Location: X: 53 Y: -46 Z: 1140 | Line: 0 | 
[Mon May 13 20:02:53 UTC 2024] rmzamorano | Location: X: 53 Y: -46 Z: 1140 | Line: 1 | 
[Mon May 13 20:02:53 UTC 2024] rmzamorano | Location: X: 53 Y: -46 Z: 1140 | Line: 2 | 
[Mon May 13 20:02:53 UTC 2024] rmzamorano | Location: X: 53 Y: -46 Z: 1140 | Line: 3 | 
[Mon May 13 20:03:24 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 0 | 
[Mon May 13 20:03:24 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 1 | 
[Mon May 13 20:03:24 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 2 | 
[Mon May 13 20:03:24 UTC 2024] 3lpotato | Location: X: 60 Y: -53 Z: 1152 | Line: 3 | 
[Mon May 13 20:04:30 UTC 2024] rmzamorano | Location: X: 54 Y: -53 Z: 1152 | Line: 0 | 
[Mon May 13 20:04:30 UTC 2024] rmzamorano | Location: X: 54 Y: -53 Z: 1152 | Line: 1 | 
[Mon May 13 20:04:30 UTC 2024] rmzamorano | Location: X: 54 Y: -53 Z: 1152 | Line: 2 | 
[Mon May 13 20:04:30 UTC 2024] rmzamorano | Location: X: 54 Y: -53 Z: 1152 | Line: 3 | 
[Mon May 13 20:05:28 UTC 2024] rmzamorano | Location: X: 60 Y: -53 Z: 1152 | Line: 0 | 
[Mon May 13 20:05:28 UTC 2024] rmzamorano | Location: X: 60 Y: -53 Z: 1152 | Line: 1 | 
[Mon May 13 20:05:28 UTC 2024] rmzamorano | Location: X: 60 Y: -53 Z: 1152 | Line: 2 | 
[Mon May 13 20:05:28 UTC 2024] rmzamorano | Location: X: 60 Y: -53 Z: 1152 | Line: 3 | 
[Mon May 13 21:50:49 UTC 2024] rmzamorano | Location: X: 54 Y: -52 Z: 1152 | Line: 0 | 
[Mon May 13 21:50:49 UTC 2024] rmzamorano | Location: X: 54 Y: -52 Z: 1152 | Line: 1 | 
[Mon May 13 21:50:49 UTC 2024] rmzamorano | Location: X: 54 Y: -52 Z: 1152 | Line: 2 | 
[Mon May 13 21:50:49 UTC 2024] rmzamorano | Location: X: 54 Y: -52 Z: 1152 | Line: 3 | 
